*_*********꧁鑫҉磊҉直҉播҉源꧂*********_*
______      _               _  _          
| ___ \    | |             | || |         
| |_/ /___ | |_  _ __  ___ | || |_ __   __
|  __// _ \| __|| '__|/ _ \| || __|\ \ / /
| |  |  __/| |_ | |  |  __/| || |_  \ V / 
\_|   \___| \__||_|   \___||_| \__|  \_/  
//免费软件꙰严禁商业꙰仅供测试꙰违者自负!꙰//
//如果你抓包了获取到了直播源,请自用,别公开,谢谢！//

🔠央卫高清,#genre#
四川|成都影视文艺,http://over.qiyuevod.com/tmsctv/cdcs.php?id=yspd
四川|成都公共频道,http://over.qiyuevod.com/tmsctv/cdcs.php?id=ggpd
四川|成都少儿频道,http://over.qiyuevod.com/tmsctv/cdcs.php?id=sepd
四川|成都蓉城先锋,http://over.qiyuevod.com/tmsctv/cdcs.php?id=rcxf
四川|成都新闻综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=CDTV-1_4000
四川|成都经济资讯,http://over.qiyuevod.com/tmsctv/scxg.php?id=CDTV-2_4000
四川|成都都市生活,http://over.qiyuevod.com/tmsctv/scxg.php?id=CDTV-3_4000
四川|成都影视文艺,http://over.qiyuevod.com/tmsctv/scxg.php?id=CDTV-4_4000
四川|成都公共频道,http://over.qiyuevod.com/tmsctv/scxg.php?id=CDTV-5_4000
四川|成都高新区,http://over.qiyuevod.com/tmsctv/scxg.php?id=cdgxdstgq_2000
四川|阿坝州TV,http://over.qiyuevod.com/tmsctv/scxg.php?id=abxwzhpdgq_2000
四川|阿坝州藏语,http://over.qiyuevod.com/tmsctv/scxg.php?id=wypdgqH265_4000
四川|安居综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=ajxw_2000
四川|安岳综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=ayxwzh_4000
四川|安州综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=azgq_2000
四川|巴州电视,http://over.qiyuevod.com/tmsctv/scxg.php?id=bzxw_4000
四川|巴中综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=bzytH265_4000
四川|巴中文旅生活,http://over.qiyuevod.com/tmsctv/scxg.php?id=bzetH264_2000
四川|宝兴综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=bxdst_2000
四川|北川综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=bcxw_2000
四川|苍溪综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=cxxwgqH265_4000
四川|长宁综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=znzh_2000
四川|朝天综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=ctxwzh_2000
四川|崇州综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=czyt_4000
四川|船山综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=csxw_2000
四川|达川新闻综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=dcxwzh_2000
四川|达州公共,http://over.qiyuevod.com/tmsctv/scxg.php?id=dzgg_2000
四川|达州通川,http://over.qiyuevod.com/tmsctv/scxg.php?id=tcq_2000
四川|达州新闻综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=dzxwzh_2000
四川|大邑电视台,http://over.qiyuevod.com/tmsctv/scxg.php?id=dyytH265_4000
四川|大英新闻综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=dyxwzhH265_4000
四川|丹棱综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=dlxwzhH265_4000
四川|德昌电视台,http://over.qiyuevod.com/tmsctv/scxg.php?id=dcxw_4000
四川|东兴综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=dxxwzh_4000
四川|都江堰,http://over.qiyuevod.com/tmsctv/scxg.php?id=djyzh_4000
四川|峨边电视台,http://over.qiyuevod.com/tmsctv/scxg.php?id=ebdst_2000
四川|峨眉综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=emsxw_2000
四川|恩阳新闻,http://over.qiyuevod.com/tmsctv/scxg.php?id=eyxw_2000
四川|涪城综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=fcgq_2000
四川|富顺综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=fszh_2000
四川|雅安新闻综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=yazh_2000
四川|雅安公共,http://over.qiyuevod.com/tmsctv/scxg.php?id=yagg_2000
四川|雅安雨城,http://over.qiyuevod.com/tmsctv/scxg.php?id=ycpd_2000
四川|攀钢新闻综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=pgxwzh_2000
四川|攀枝花新闻综合,http://over.qiyuevod.com/tmsctv/scxg.php?id=pzhytH265_4000
四川|金牛电视台,http://over.qiyuevod.com/tmsctv/cdtv.php?id=jntv
四川|巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川|洪雅新闻综合,http://api2.52tb.xyz/info?id=607&token=20230218htjgzi
四川|大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
四川|大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
四川|德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川|广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
四川|黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
四川|洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
四川|会东综合,http://112.45.133.129:90/live/xwzh.m3u8
四川|金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川|金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川|乐至综合,http://175.155.106.72:89/live1/live1.m3u8
四川|雷波综合,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
四川|凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
四川|凉山彝语综合,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
四川|攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
四川|蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
四川|松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川|汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川|武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
四川|营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川|筠连综合,http://118.122.78.172:89/live1/live1.m3u8
四川|青神综合,http://lmt.scqstv.com/live1/live1.m3u8
四川|中江新闻综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0-0-976848e8ac0eacf503b1e7666d92f4f8
重庆|重庆卫视,http://lt.hxtre.com:35455/itv/1000000001000001096.m3u8?cdn=ystenlive
重庆|重庆卫视,http://php.jdshipin.com:8880/bst2.php?id=cqws8m/8000000
重庆|重庆新闻,https://sjlivecdn9.cbg.cn/202906282314/app_2/_definst_/ls_3.stream/chunklist.m3u8
重庆|北碚综合,http://222.178.181.121:12034/beibei01.m3u8
重庆|璧山综合,http://222.179.42.129:8181/hls1.m3u8
重庆|大足综合,http://218.201.85.71:3170/m3u8
重庆|垫江综合,http://125.62.24.185:80/1.m3u8
重庆|荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
重庆|万盛新闻综合,http://stream0.tv41.ru/live.m3u8
重庆|万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
重庆|万载综合,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8
重庆|万载综合,http://ls.qingting.fm/live/273.m3u8
重庆|万州科教,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
重庆|万州科教,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
重庆|万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
重庆|万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
重庆|万州影视,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
重庆|万州影视,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
重庆|万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
重庆|万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
重庆|万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
重庆|武隆综合,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8
山西|山西经济,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
山西|山西社会与法治,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
山西|山西文体生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
山西|山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
山西|山西黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
山西|山西经济,http://over.qiyuevod.com/tmsctv/titv.php?id=sxjj
山西|山西影视,http://over.qiyuevod.com/tmsctv/titv.php?id=sxys
山西|山西社会与法治,http://over.qiyuevod.com/tmsctv/titv.php?id=sxshfz
山西|山西文体生活,http://over.qiyuevod.com/tmsctv/titv.php?id=sxwtsh
山西|山西黄河,http://over.qiyuevod.com/tmsctv/titv.php?id=sxhh
山西|高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8
山西|怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8
山西|吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
山西|晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
山西|晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
山西|太谷新闻综合,http://p2.vzan.com/slowlive/596867413819827251/live.m3u8
山西|临猗新闻综合,http://pili-live-hls.lyzx.live.chinacici.cn/lyrmt/ceshi-ly.m3u8
山西|潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8
山西|武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
山西|运城公共,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8
山西|运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8
山西|运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8
江西|江西卫视,http://lt.hxtre.com:35455/itv/1000000006000268001.m3u8?cdn=ystenlive
江西|江西卫视,http://php.jdshipin.com:8880/bst2.php?id=jxws8m/8000000
江西|江西卫视,http://over.qiyuevod.com/tmsctv/jxtv.php?id=1
江西|江西新闻,http://over.qiyuevod.com/tmsctv/jxtv.php?id=7
江西|江西都市,http://over.qiyuevod.com/tmsctv/jxtv.php?id=2
江西|江西公共农业,http://over.qiyuevod.com/tmsctv/jxtv.php?id=5
江西|江西经济生活,http://over.qiyuevod.com/tmsctv/jxtv.php?id=3
江西|江西影视,http://over.qiyuevod.com/tmsctv/jxtv.php?id=4
江西|江西少儿,http://over.qiyuevod.com/tmsctv/jxtv.php?id=6
江西|江西移动,http://over.qiyuevod.com/tmsctv/jxtv.php?id=8
江西|赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
江西|赣州公共,http://wb.jxgztv.com/live/gztv2.flv
江西|赣州教育,http://wb.jxgztv.com/live/gztv3.flv
江西|南昌新闻,http://live.cooltv.top/tv/nctv.php?id=1
江西|南昌文旅,http://live.cooltv.top/tv/nctv.php?id=2
江西|南昌资讯,http://live.cooltv.top/tv/nctv.php?id=3
江西|上饶鄱阳,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
福建|东南卫视,http://lt.hxtre.com:35455/itv/5000000004000010584.m3u8?cdn=bestzb
福建|东南卫视,http://php.jdshipin.com:8880/bst2.php?id=dnwshd8m/8000000
福建|海峡卫视,http://php.jdshipin.com:8880/bst2.php?id=hxwshd4m/4000000
福建|东南卫视,http://over.qiyuevod.com/tmsctv/fjtv.php?id=1
福建|海峡卫视,http://over.qiyuevod.com/tmsctv/fjtv.php?id=9
福建|福建综合,http://over.qiyuevod.com/tmsctv/fjtv.php?id=0
福建|福建新闻,http://over.qiyuevod.com/tmsctv/fjtv.php?id=3
福建|福建公共,http://over.qiyuevod.com/tmsctv/fjtv.php?id=2
福建|福建经视,http://over.qiyuevod.com/tmsctv/fjtv.php?id=6
福建|福建文体,http://over.qiyuevod.com/tmsctv/fjtv.php?id=7
福建|福建旅游,http://over.qiyuevod.com/tmsctv/fjtv.php?id=5
福建|福建少儿,http://over.qiyuevod.com/tmsctv/fjtv.php?id=8
福建|福建电视剧,http://over.qiyuevod.com/tmsctv/fjtv.php?id=4
福建|福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福建|福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
福建|厦门第一,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen1_2/index.m3u8
福建|龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
福建|龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
福建|将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8
福建|将乐二套,http://218.106.152.196/lsdream/1MKmR5B/2000/live.m3u8
福建|永安综合,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8
福建|霞浦公共,http://218.106.152.196/lsdream/f2Hfjtd/5000/live.m3u8
福建|云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
福建|漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
福建|三明综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
福建|三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
陕西|陕西卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
陕西|陕西新闻,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226357/index.m3u8
陕西|陕西都市,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226408/index.m3u8
陕西|陕西经济,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226358/index.m3u8
陕西|陕西经济,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226359/index.m3u8
陕西|陕西影视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226364/index.m3u8
陕西|陕西影视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226360/index.m3u8
陕西|陕西公共,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226361/index.m3u8
陕西|陕西体育,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226363/index.m3u8
陕西|陕西购物,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/index.m3u8
陕西|西安新闻,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226386/index.m3u8
陕西|西安新闻,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/index.m3u8
陕西|西安商务,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
陕西|西安都市,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/index.m3u8
陕西|西安影视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/index.m3u8
陕西|西安丝路,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/index.m3u8
陕西|西安丝路,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226370/index.m3u8
陕西|西安教育,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
陕西|陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
陕西|陕西新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226357/index.m3u8
陕西|陕西都市,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226408/index.m3u8
陕西|陕西经济,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226358/index.m3u8
陕西|陕西经济,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226359/index.m3u8
陕西|陕西影视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226364/index.m3u8
陕西|陕西影视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226360/index.m3u8
陕西|陕西公共,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226361/index.m3u8
陕西|陕西体育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226363/index.m3u8
陕西|陕西购物,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/index.m3u8
陕西|西安新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226386/index.m3u8
陕西|西安新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/index.m3u8
陕西|西安商务,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
陕西|西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/index.m3u8
陕西|西安影视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/index.m3u8
陕西|西安丝路,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/index.m3u8
陕西|西安丝路,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226370/index.m3u8
陕西|西安教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
陕西|陕西新闻,http://222.90.97.254:9901/tsfile/live/1011_1.m3u8
陕西|陕西都市,http://222.90.97.254:9901/tsfile/live/1012_1.m3u8
陕西|陕西经济,http://222.90.97.254:9901/tsfile/live/1013_1.m3u8
陕西|陕西影视,http://222.90.97.254:9901/tsfile/live/1014_1.m3u8
陕西|陕西公共,http://222.90.97.254:9901/tsfile/live/1015_1.m3u8
陕西|陕西购物,http://222.90.97.254:9901/tsfile/live/1016_1.m3u8
陕西|陕西体育,http://222.90.97.254:9901/tsfile/live/1017_1.m3u8
陕西|陕西新闻,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sxxwzx
陕西|陕西都市,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sxdsqc
陕西|陕西卫视,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sxws
陕西|陕西公共,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sxgg
陕西|陕西生活,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sxsh
陕西|陕西影视,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sxys
陕西|陕西体育,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sxtyxx
陕西|陕西西部,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sxxbdy
陕西|精彩综艺,http://over.qiyuevod.com/tmsctv/yhtv.php?id=jczy
陕西|西安新闻,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xaxwzh
陕西|西安都市,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xads
陕西|西安丝路,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xasl
陕西|西安影视,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xays
陕西|西安商务,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xaswzx
陕西|西安教育,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xaetv
陕西|高陵综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xagl1
陕西|鄠邑综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xahy1
陕西|临潼综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xalt1
陕西|蓝田综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xalt1
陕西|阎良综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xayl1
陕西|周至综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xazz1
陕西|安康综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=ak1
陕西|白河综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=akbh1
陕西|汉阴综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=akhy1
陕西|宁陕电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=ahns1
陕西|平利电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=akpl1
陕西|石泉电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=aksq1
陕西|镇坪综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=akzp1
陕西|紫阳综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=akzy1
陕西|宝鸡1,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bj1
陕西|宝鸡2,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bj2
陕西|陈仓综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bjcc1
陕西|凤县综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bjfx1
陕西|陇县综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bjlx1
陕西|麟游综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bkly1
陕西|眉县新闻综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bjmx1
陕西|岐山综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bjqs1
陕西|千阳电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bjqy1
陕西|太白综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=bjtb1
陕西|汉中综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hz1
陕西|汉中公共,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hz2
陕西|汉中教育,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hz3
陕西|城固电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hzcg1
陕西|佛坪电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hzfp1
陕西|留坝电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hzlb1
陕西|略阳综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hzly1
陕西|勉县综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hzmx1
陕西|宁强综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hznq1
陕西|南郑综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hznz1
陕西|西乡融媒,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hzxx1
陕西|洋县电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hzyx1
陕西|商洛综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sl1
陕西|商洛综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sl1hd
陕西|商洛二套,http://over.qiyuevod.com/tmsctv/yhtv.php?id=sl2
陕西|洛南电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=slln1
陕西|商南综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=slsn1
陕西|山阳新闻综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=slsy1
陕西|镇安综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=slza1
陕西|铜川新闻综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=tc1
陕西|铜川文化旅游,http://over.qiyuevod.com/tmsctv/yhtv.php?id=tc2
陕西|耀州综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=tcyz1
陕西|宜君综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=tcyj1
陕西|渭南新闻综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wn1
陕西|渭南公共,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wn2
陕西|白水综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wnbs1
陕西|澄城综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wncc1
陕西|大荔新闻综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wndl1
陕西|富平综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wnfp1
陕西|合阳综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wnhy1
陕西|华阴综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=hnhy1
陕西|华州综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wnhz1
陕西|蒲城综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wnpc1
陕西|潼关综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=wntg1
陕西|咸阳综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xy1
陕西|咸阳公共,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xy2
陕西|咸阳教育,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xy3
陕西|杨凌综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xyyl1
陕西|淳化综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xych1
陕西|长武综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xycw1
陕西|泾阳综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xyjy1
陕西|礼泉综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xylq1
陕西|礼泉影视,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xylq2
陕西|乾县电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xyqx1
陕西|三原综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xysy1
陕西|武功综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xywg1
陕西|兴平融媒,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xyxp1
陕西|永寿综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=xyys1
陕西|延安综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=ya1
陕西|延安公共,http://over.qiyuevod.com/tmsctv/yhtv.php?id=ya2
陕西|富县综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yafx1
陕西|甘泉综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yagq1
陕西|黄陵综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yahl1
陕西|黄龙综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yahlzh
陕西|洛川融媒,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yalc1
陕西|吴起电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yawq1
陕西|延长综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yayc1
陕西|宜川电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yayctv
陕西|志丹综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yazd1
陕西|榆林综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yl1
陕西|定边融媒,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yldb1
陕西|府谷综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=ylfg1
陕西|横山综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=ylhs1
陕西|靖边综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yljb1
陕西|佳县综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=yljx1
陕西|米脂电视台,http://over.qiyuevod.com/tmsctv/yhtv.php?id=ylmz1
陕西|清涧综合,http://over.qiyuevod.com/tmsctv/yhtv.php?id=ylqj1
